date,trend,seasonal,resid
2018-07-01,0.166669129750448,-0.010217143310015435,-0.009848728552734894
2018-08-01,0.16077220412897358,0.0024264212771302656,0.00838170402813122
2018-09-01,0.15395144875702843,0.003346204696103753,-0.012660502643936481
2018-10-01,0.1500572696747223,0.004989878278980491,0.07413856691304897
2018-12-01,0.15188500945424335,0.007612338183097951,-0.014848998588711193
2019-01-01,0.15937606613755906,-0.0014165158295065118,-0.1305479714764132
2019-02-01,0.15994631000026574,0.014439034668604855,0.0127710929813529
2019-03-01,0.15637398818400783,0.007277214494056901,-0.02519123454960633
2019-04-01,0.15569516703063824,0.00508050738902036,0.004914006667492944
2019-05-01,0.14802757366115904,-0.015912646447807197,0.11945128631658185
2019-06-01,0.13409558962648127,-0.011794410863488222,0.059590837461580136
2019-07-01,0.12740855624208108,-0.005830882536177211,0.05108880394590533
2019-08-01,0.1089878446498306,-0.010217143310015435,-0.036450353746337906
2019-09-01,0.07678939082422402,0.0024264212771302656,0.0909117040369111
2019-10-01,0.047146333726849995,0.003346204696103753,0.07930571800134058
2019-11-01,0.004241637450422619,0.004989878278980491,0.050770852654751064
2019-12-01,-0.050858533272955114,0.007612338183097951,0.022710273788817514
2020-01-01,-0.10845380938242824,-0.0014165158295065118,0.1419773731676398
2020-02-01,-0.15867389900208048,0.014439034668604855,-0.11540124535437826
2020-03-01,-0.20558188285024756,0.007277214494056901,0.01079429200816807
2020-04-01,-0.24930240864696762,0.00508050738902036,0.02444855648460317
2020-05-01,-0.29018771273291016,-0.015912646447807197,-0.08658311206311049
2020-06-01,-0.32503329960664645,-0.011794410863488222,-0.15943468589259616
2020-07-01,-0.3590741397064381,-0.005830882536177211,-0.16656071414562648
2020-08-01,-0.3864359021885809,-0.010217143310015435,-0.042176543739528734
2020-09-01,-0.39008188420612905,0.0024264212771302656,-0.06685869645714425
2020-10-01,-0.3890108851598608,0.003346204696103753,0.09081199329117812
2020-11-01,-0.3750496183358326,0.004989878278980491,-0.1265342460247401
2020-12-01,-0.33339630866170644,0.007612338183097951,0.02555031867364252
2021-01-01,-0.27139603103419413,-0.0014165158295065118,-0.2323628370716659
2021-02-01,-0.20731473639962117,0.014439034668604855,-0.18616027563719495
2021-03-01,-0.15078730287474565,0.007277214494056901,-0.01210398870813183
2021-04-01,-0.1060665745846491,0.00508050738902036,-0.12497959972647854
2021-05-01,-0.05755696148835523,-0.015912646447807197,0.02204886261777384
2021-06-01,-0.008513608441573336,-0.011794410863488222,0.18246232919592045
2021-07-01,0.04334199706972351,-0.005830882536177211,0.260613105884919
2021-08-01,0.11637471031583264,-0.010217143310015435,0.16337395817909944
2021-09-01,0.18092311810322195,0.0024264212771302656,0.010433591407476166
2021-10-01,0.2265820204454396,0.003346204696103753,-0.09978072352577663
2021-11-01,0.2657985316745949,0.004989878278980491,-0.028151870512460413
2021-12-01,0.28541713177973443,0.007612338183097951,-0.15545317416773982
2022-01-01,0.27363407452691063,-0.0014165158295065118,0.029331642038295566
2022-02-01,0.25308288148630914,0.014439034668604855,0.29950263971242747
2022-03-01,0.242306020424022,0.007277214494056901,0.1979039416548913
2022-04-01,0.2349461696957379,0.00508050738902036,0.026720058544567573
2022-05-01,0.2287810061218076,-0.015912646447807197,0.184194761955905
2022-06-01,0.22748176086395172,-0.011794410863488222,-0.031170504534548983
2022-07-01,0.2231549494279017,-0.005830882536177211,-0.22435575611608696
2022-08-01,0.1940756015295708,-0.010217143310015435,-0.10239965636624668
2022-09-01,0.1514532059449521,0.0024264212771302656,-0.03066843859753753
2022-10-01,0.12616435766508083,0.003346204696103753,-0.10542753606095229
2022-11-01,0.10349319241418797,0.004989878278980491,0.09225401828915365
2022-12-01,0.08172687412292992,0.007612338183097951,0.05895464775931619
2023-01-01,0.08324258140475392,-0.0014165158295065118,0.10516209642499996
2023-02-01,0.08605732517706272,0.014439034668604855,-0.11681511480281509
2023-03-01,0.07816118027325825,0.007277214494056901,-0.07754540140070483
2023-04-01,0.07222729907923083,0.00508050738902036,0.022100753650523674
2023-05-01,0.05896362389185908,-0.015912646447807197,-0.022757646325024014
2023-06-01,0.041052377302778886,-0.011794410863488222,0.009637030547308375
2023-07-01,0.025766667942421325,-0.005830882536177211,0.155031348612485
2023-08-01,0.010077838448653807,-0.010217143310015435,-0.032846865993010094
2023-09-01,-0.007004668306556694,0.0024264212771302656,0.05272693067034394
2023-10-01,-0.02188801721305644,0.003346204696103753,-0.024725804855845697
2023-11-01,-0.042949065501347576,0.004989878278980491,-0.012281284619201905
2023-12-01,-0.06753145227407249,0.007612338183097951,0.02932061684228486
2024-01-01,-0.09608629791777486,-0.0014165158295065118,0.0965263084129811
2024-02-01,-0.12429237749767898,0.014439034668604855,-0.09503265264394632
2024-03-01,-0.13859543186172493,0.007277214494056901,-0.08220171087490079
2024-04-01,-0.14382291770829586,0.00508050738902036,0.1023635182912356
2024-05-01,-0.14647815125559868,-0.015912646447807197,-0.18699357794973887
2024-06-01,-0.15207031089149492,-0.011794410863488222,-0.01753985703164316
2024-07-01,-0.1661203054256693,-0.005830882536177211,-0.1180983976950558
2024-08-01,-0.17138228422232987,-0.010217143310015435,-0.06331593356409343
2024-09-01,-0.16177225940060236,0.0024264212771302656,0.07615040726935358
2024-10-01,-0.16912191161143605,0.003346204696103753,0.12839254371986789
2024-11-01,-0.16936419873908787,0.004989878278980491,0.04452378930593649
2024-12-01,-0.15464670836777117,0.007612338183097951,0.0518341009870755
2025-01-01,-0.14356592252083838,-0.0014165158295065118,-0.12859216385523295
2025-02-01,-0.13078329526154744,0.014439034668604855,0.057768870871345995
2025-03-01,-0.13923743751010537,0.007277214494056901,0.002770284743516575
2025-04-01,-0.15797291849867295,0.00508050738902036,-0.14420812394843271
2025-05-01,,-0.015912646447807197,
2025-06-01,,-0.011794410863488222,
2025-07-01,,-0.005830882536177211,
2025-08-01,,-0.010217143310015435,
2025-09-01,,0.0024264212771302656,
2025-10-01,,0.003346204696103753,
